paper_id,title,abstract,authors,authorids,keywords,primary_area,venue,year,pdf_url,forum_url
RIu5lyNXjT,Quantifying Language Models' Sensitivity to Spurious Features in Prompt Design or: How I learned to start worrying about prompt formatting,"As large language models (LLMs) are adopted as a fundamental component of language technologies, it is crucial to accurately characterize their performance. Because choices in prompt design can strongly influence model behavior, this design process is critical in effectively using any modern pre-trained generative language model. In this work, we focus on LLM sensitivity to a quintessential class of meaning-preserving design choices: prompt formatting. We find that several widely used open-source LLMs are extremely sensitive to subtle changes in prompt formatting in few-shot settings, with performance differences of up to 76 accuracy points when evaluated using LLaMA-2-13B. Sensitivity remains even when increasing model size, the number of few-shot examples, or performing instruction tuning. Our analysis suggests that work evaluating LLMs with prompting-based methods would benefit from reporting a range of performance across plausible prompt formats, instead of the currently-standard practice of reporting performance on a single format. We also show that format performance only weakly correlates between models, which puts into question the methodological validity of comparing models with an arbitrarily chosen, fixed prompt format. To facilitate systematic analysis we propose FormatSpread, an algorithm that rapidly evaluates a sampled set of plausible prompt formats for a given task, and reports the interval of expected performance without accessing model weights. Furthermore, we present a suite of analyses that characterize the nature of this sensitivity, including exploring the influence of particular atomic perturbations and the internal representation of particular formats.","Melanie Sclar, Yejin Choi, Yulia Tsvetkov, Alane Suhr","~Melanie_Sclar1, ~Yejin_Choi1, ~Yulia_Tsvetkov1, ~Alane_Suhr1","large language models, sensitivity analysis, prompt engineering, evaluation, prompting, robustness, in-context learning, spurious features",generative models,ICLR 2024 poster,2024,https://openreview.net/pdf?id=RIu5lyNXjT,https://openreview.net/forum?id=RIu5lyNXjT
iWi2mL8qoc,Multi-Scale Window based Transformer Network for High Quality Image Inpainting,"To achieve effective image inpainting, it is crucial for the model to understand contextual information. Previous studies using CNN-based algorithms have encountered limitations due to the absence of long-range dependencies, which resulted in the model's inability to capture contextual information. In this paper, we propose a Multi-Scale Window-based Transformer model for high-quality image inpainting. We introduce a transformer network with multi-scale windows to capture the influence of different window sizes and gather significant contextual information. To effectively integrate features processed through self-attention, we modified the polarized self-attention network to align with the dimensions of the multi-window scale. We also propose the Selective Mask Update method, which captures vital information from features processed by self-attention, enabling the generation of higher-quality results. Experiments show that it effectively fills in missing areas and demonstrates superior performance on the benchmark dataset compared to other models.","SeongJoo Kim, Jaeyoung Choi","~SeongJoo_Kim1, ~Jaeyoung_Choi2","Image inpainting, Image completion, Transformer, Multi-scale window, Polarized self-attention, Mask updating",generative models,Submitted to ICLR 2024,2024,https://openreview.net/pdf?id=iWi2mL8qoc,https://openreview.net/forum?id=iWi2mL8qoc
W478nWXfwO,What Makes Pre-Trained Visual Representations Successful for Robust Manipulation?,"Inspired by the success of transfer learning in computer vision, roboticists have investigated visual pre-training as a means to improve the learning efficiency and generalization ability of policies learned from pixels. To that end, past work has favored large object interaction datasets, such as first-person videos of humans completing diverse tasks, in pursuit of manipulation-relevant features. Although this approach improves the efficiency of policy learning, it remains unclear how reliable these representations are in the presence of distribution shifts that arise commonly in robotic applications. Surprisingly, we find that visual representations designed for manipulation and control tasks do not necessarily generalize under subtle changes in lighting and scene texture or the introduction of distractor objects. To understand what properties \textit{do} lead to robust representations, we compare the performance of 15 pre-trained vision models under different visual appearances. We find that emergent segmentation ability is a strong predictor of out-of-distribution generalization among ViT models. The rank order induced by this metric is more predictive than metrics that have previously guided generalization research within computer vision and machine learning, such as downstream ImageNet accuracy, in-domain accuracy, or shape-bias as evaluated by cue-conflict performance. We test this finding extensively on a suite of distribution shifts in ten tasks across two simulated manipulation environments. On the ALOHA setup, segmentation score predicts real-world performance after offline training with 50 demonstrations.","Kaylee Burns, Zach Witzel, Jubayer Ibn Hamid, Tianhe Yu, Chelsea Finn, Karol Hausman","~Kaylee_Burns2, ~Zach_Witzel1, ~Jubayer_Ibn_Hamid1, ~Tianhe_Yu1, ~Chelsea_Finn1, ~Karol_Hausman2","pre-trained visual representations, robot learning, robustness","representation learning for computer vision, audio, language, and other modalities",Submitted to ICLR 2024,2024,https://openreview.net/pdf?id=W478nWXfwO,https://openreview.net/forum?id=W478nWXfwO
V2cBKtdC3a,Exploring the Promise and Limits of Real-Time Recurrent Learning,"Real-time recurrent learning (RTRL) for sequence-processing recurrent neural networks (RNNs) offers certain conceptual advantages over backpropagation through time (BPTT). RTRL requires neither caching past activations nor truncating context, and enables online learning. However, RTRL's time and space complexity make it impractical. To overcome this problem, most recent work on RTRL focuses on approximation theories, while experiments are often limited to diagnostic settings. Here we explore the practical promise of RTRL in more realistic settings. We study actor-critic methods that combine RTRL and policy gradients, and test them in several subsets of DMLab-30, ProcGen, and Atari-2600 environments. On DMLab memory tasks, our system trained on fewer than 1.2B environmental frames is competitive with or outperforms well-known IMPALA and R2D2 baselines trained on 10B frames. To scale to such challenging tasks, we focus on certain well-known neural architectures with element-wise recurrence, allowing for tractable RTRL without approximation. Importantly, we also discuss rarely addressed limitations of RTRL in real-world applications, such as its complexity in the multi-layer case.","Kazuki Irie, Anand Gopalakrishnan, Jürgen Schmidhuber","~Kazuki_Irie1, ~Anand_Gopalakrishnan1, ~Jürgen_Schmidhuber1","recurrent neural networks, real-time recurrent learning, online recurrent learning, reinforcement learning, actor-critic, policy gradients","general machine learning (i.e., none of the above)",ICLR 2024 poster,2024,https://openreview.net/pdf?id=V2cBKtdC3a,https://openreview.net/forum?id=V2cBKtdC3a
b8hRudcKQ3,Performance Adjustment for Federated Learning Marketplace,"In federated learning, client participation is mainly motivated by performance-gain rewards or monetary rewards. In practice, different clients may have varying preferences over these two types of rewards. However, optimizing the training process to align model performance and monetary rewards with client expectations remains an open challenge. To accommodate diverse reward preferences, we propose Alpha-Tuning, an FL performance adjustment framework guided by dynamic validation loss composition. The core of our framework is a mechanism to decide the weights assigned to clients' local validation loss, each of which is determined by the corresponding client's performance contribution in the given training round and its monetary quotation for biasing this FL course towards its favor. The training hyper-parameters and model aggregation weights are adjusted together with model parameters to minimize the weighted sums of clients' local validation losses in our framework. Paired with a payment rule designed to compensate the clients according to their data contribution, Alpha-Tuning balances the clients' preferences between the performance gain and monetary reward. We demonstrate the effectiveness of our framework by conducting experiments on the federated learning tasks under various client quotation settings.","Liuyi Yao, Zitao Li, Weirui Kuang, Yaliang Li, Bolin Ding","~Liuyi_Yao1, ~Zitao_Li1, ~Weirui_Kuang2, ~Yaliang_Li1, ~Bolin_Ding3","Federated Learning, Incentive Mechanism","general machine learning (i.e., none of the above)",Submitted to ICLR 2024,2024,https://openreview.net/pdf?id=b8hRudcKQ3,https://openreview.net/forum?id=b8hRudcKQ3
gnWk0ZF22j,Customized Procedure Planning in Instructional Videos,"Generating customized procedures for task planning in instructional videos poses a unique challenge for vision-language models. In this paper, we introduce Customized Procedure Planning in Instructional Videos, a novel task that focuses on generating a sequence of detailed action steps for task completion based on user requirements and the task's initial visual state. Existing methods often neglect customization and user directions, limiting their real-world applicability. The absence of instructional video datasets with step-level state and video-specific action plan annotations has hindered progress in this domain. To address these challenges, we introduce the Customized Procedure Planner (CPP) framework, a causal, open-vocabulary model that leverages a LlaVA-based approach to predict procedural plans based on a task's initial visual state and user directions. To overcome the data limitation, we employ a weakly-supervised approach, using the strong vision-language model GEMINI and the large language model (LLM) GPT-4 to create detailed  video-specific action plans from the benchmark instructional video datasets (COIN, CrossTask), producing pseudo-labels for training. Discussing the limitations of the existing procedure planning evaluation metrics in an open-vocabulary setting, we propose novel automatic LLM-based metrics with few-shot in-context learning to evaluate the customization and planning capabilities of our model, setting a strong baseline. Additionally, we implement an LLM-based objective function to enhance model training for improved customization. Extensive experiments, including human evaluations, demonstrate the effectiveness of our approach, establishing a strong baseline for future research in customized procedure planning.","Ali Zare, Constantine Tsibouris, Xudong Lin, Li Zhang, Ming-Hsuan Yang, Shih-Fu Chang","~Ali_Zare1, ~Constantine_Tsibouris1, ~Xudong_Lin1, ~Li_Zhang1, ~Ming-Hsuan_Yang1, ~Shih-Fu_Chang3","Customized Procedure Planning, multi-modal models, vision-language models","applications to robotics, autonomy, planning",Submitted to ICLR 2025,2025,https://openreview.net/pdf?id=gnWk0ZF22j,https://openreview.net/forum?id=gnWk0ZF22j
gJG4IPwg6l,Safety Representations for Safer Policy Learning,"Reinforcement learning algorithms typically necessitate extensive exploration of the state space to find optimal policies. However, in safety-critical applications, the risks associated with such exploration can lead to catastrophic consequences. Existing safe exploration methods attempt to mitigate this by imposing constraints, which often result in overly conservative behaviours and inefficient learning. Heavy penalties for early constraint violations can trap agents in local optima, deterring exploration of risky yet high-reward regions of the state space. To address this, we introduce a method that explicitly learns state-conditioned safety representations. By augmenting the state features with these safety representations, our approach naturally encourages safer exploration without being excessively cautious, resulting in more efficient and safer policy learning in safety-critical scenarios. Empirical evaluations across diverse environments show that our method significantly improves task performance while reducing constraint violations during training, underscoring its effectiveness in balancing exploration with safety.","Kaustubh Mani, Vincent Mai, Charlie Gauthier, Annie S Chen, Samer B. Nashed, Liam Paull","~Kaustubh_Mani1, ~Vincent_Mai1, ~Charlie_Gauthier1, ~Annie_S_Chen1, ~Samer_B._Nashed1, ~Liam_Paull1","Reinforcement Learning, Safe Exploration, Representation Learning",reinforcement learning,ICLR 2025 Poster,2025,https://openreview.net/pdf?id=gJG4IPwg6l,https://openreview.net/forum?id=gJG4IPwg6l
RQ9fQLEajC,Routoo: Learning to Route to Large Language Models Effectively,"LLMs with superior response quality—particularly larger or closed-source models—often come with higher inference costs, making their deployment inefficient and costly. Meanwhile, developing foundational LLMs from scratch is becoming increasingly resource-intensive and impractical for many applications. To address the challenge of balancing quality and cost, we introduce Routoo, an architecture designed to optimize the selection of LLMs for specific prompts based on performance, cost, and efficiency. Routoo provides controllability over the trade-off between inference cost and quality, enabling significant reductions in inference costs for a given quality requirement.
Routoo comprises two key components: a performance predictor and cost-aware selector. The performance predictor is a lightweight LLM that estimates the expected performance of various underlying LLMs on a given prompt without executing them. The cost-aware selector module then selects the most suitable model based on these predictions and constraints such as cost and latency, significantly reducing inference costs for the same quality. 
We evaluated Routoo using the MMLU benchmark across 57 domains employing open-source models. Our results show that Routoo matches the performance of the Mixtral 8x7b model while reducing inference costs by one-third. Additionally, by allowing increased costs, Routoo surpasses Mixtral's accuracy by over 5\% at equivalent costs, achieving an accuracy of 75.9\%. When integrating GPT4 into our model pool, Routoo nearly matches GPT4's performance at half the cost and exceeds it with a 25\% cost reduction. 
These outcomes highlight Routoo's potential to significantly reduce inference costs without compromising quality, and even to establish new state-of-the-art results by leveraging the collective capabilities of multiple LLMs.","Alireza Mohammadshahi, Arshad Rafiq Shaikh, Majid Yazdani","~Alireza_Mohammadshahi1, ~Arshad_Rafiq_Shaikh1, ~Majid_Yazdani1","LLM, efficiency, knowledge integration, generation",generative models,Submitted to ICLR 2025,2025,https://openreview.net/pdf?id=RQ9fQLEajC,https://openreview.net/forum?id=RQ9fQLEajC
SDV7Y6Dhx9,Emphasizing Discriminative Features for Dataset Distillation in Complex Scenarios,"Dataset distillation has demonstrated strong performance on simple datasets like CIFAR, MNIST, and TinyImageNet but struggles to achieve similar results in more complex scenarios. 
In this paper, we propose a novel approach that \textbf{e}mphasizes the \textbf{d}iscriminative \textbf{f}eatures (obtained by Grad-CAM) for dataset distillation, called \textbf{EDF}.
Our approach is inspired by a key observation: in simple datasets, high-activation areas typically occupy most of the image, whereas in complex scenarios, the size of these areas is much smaller.
Unlike previous methods that treat all pixels equally when synthesizing images, EDF uses Grad-CAM activation maps to enhance high-activation areas.
From a supervision perspective, we downplay supervision signals that have lower losses, as they contain common patterns.
Additionally, to help the DD community better explore complex scenarios, we build the Complex Dataset Distillation (Comp-DD) benchmark by meticulously selecting sixteen subsets, eight easy and eight hard, from ImageNet-1K.
Notably, EDF consistently outperforms SOTA results in complex scenarios, such as ImageNet-1K subsets.
Hopefully, more researchers will be inspired and encouraged to enhance the practicality and efficacy of DD. 
Our code and benchmark will be made public.","Kai Wang, Zekai Li, Zhi-Qi Cheng, Samir Khaki, Ahmad Sajedi, Shanmukha Ramakrishna Vedantam, Konstantinos N Plataniotis, Alexander G Hauptmann, Yang You","~Kai_Wang8, ~Zekai_Li2, ~Zhi-Qi_Cheng1, ~Samir_Khaki1, ~Ahmad_Sajedi2, ~Shanmukha_Ramakrishna_Vedantam1, ~Konstantinos_N_Plataniotis1, ~Alexander_G_Hauptmann1, ~Yang_You1",dataset distillation,"applications to computer vision, audio, language, and other modalities",ICLR 2025 Conference Withdrawn Submission,2025,https://openreview.net/pdf?id=SDV7Y6Dhx9,https://openreview.net/forum?id=SDV7Y6Dhx9
7rq2OzkJg3,Personalized Federated Learning With Similarity Information Supervisor,"A crucial issue in federated learning is the heterogeneity of data between clients, which can lead to model weight divergence, eventually deteriorating the model performance. Personalized federated learning (pFL) has been proven to be an effective approach to addressing data heterogeneity in federated learning. However, existing pFL studies seldom verify whether the broadcast global model is beneficial for the local model performance. To address this, we propose a novel pFL method, called federated learning with similarity information supervision (FedSimSup). Specifically, FedSimSup incorporates a local supervisor to assist the model training and a personalized model for global information aggregation. The role of the supervisor is to refine the personalized model when it is not beneficial for the local model performance, ensuring the effective global information aggregation while aligning with the local heterogeneous data. Additionally, the similarity relationships between the clients are measured using label distribution differences of the local raw data to weight the personalized models, promoting information usage among similar clients. Experimental results demonstrate three advantages of FedSimSup: (1) It shows better performance over heterogeneous data compared with seven state-of-the-art federated learning methods; (2) It can allow for different model architectures across different clients; (3) It offers a certain degree of interpretability.","Jiaqiang Li, Qiqi Liu, Yaochu Jin, Xiaohu Wu, Zhilong Li, Han Yu","~Jiaqiang_Li1, ~Qiqi_Liu2, ~Yaochu_Jin1, ~Xiaohu_Wu2, ~Zhilong_Li3, ~Han_Yu1","Personalized Federated Learning, Heterogeneous Data","transfer learning, meta learning, and lifelong learning",Submitted to ICLR 2025,2025,https://openreview.net/pdf?id=7rq2OzkJg3,https://openreview.net/forum?id=7rq2OzkJg3
mqKVe6F3Up,Subtask-Aware Visual Reward Learning from Segmented Demonstrations,"Reinforcement Learning (RL) agents have demonstrated their potential across various robotic tasks. However, they still heavily rely on human-engineered reward functions, requiring extensive trial-and-error and access to target behavior information, often unavailable in real-world settings. This paper introduces REDS: REward learning from Demonstration with Segmentations, a novel reward learning framework that leverages action-free videos with minimal supervision. Specifically, REDS employs video demonstrations segmented into subtasks from diverse sources and treats these segments as ground-truth rewards. We train a dense reward function conditioned on video segments and their corresponding subtasks to ensure alignment with ground-truth reward signals by minimizing the Equivalent-Policy Invariant Comparison distance. Additionally, we employ contrastive learning objectives to align video representations with subtasks, ensuring precise subtask inference during online interactions. Our experiments show that REDS significantly outperforms baseline methods on complex robotic manipulation tasks in Meta-World and more challenging real-world tasks, such as furniture assembly in FurnitureBench, with minimal human intervention. Moreover, REDS facilitates generalization to unseen tasks and robot embodiments, highlighting its potential for scalable deployment in diverse environments.","Changyeon Kim, Minho Heo, Doohyun Lee, Honglak Lee, Jinwoo Shin, Joseph J Lim, Kimin Lee","~Changyeon_Kim1, ~Minho_Heo1, ~Doohyun_Lee2, ~Honglak_Lee2, ~Jinwoo_Shin1, ~Joseph_J_Lim1, ~Kimin_Lee1","Reinforcement Learning, Reward Learning, Robotic Manipulation","applications to robotics, autonomy, planning",ICLR 2025 Poster,2025,https://openreview.net/pdf?id=mqKVe6F3Up,https://openreview.net/forum?id=mqKVe6F3Up
OATPSB5JK1,Model-based Offline Reinforcement Learning with Lower Expectile Q-Learning,"Model-based offline reinforcement learning (RL) is a compelling approach that addresses the challenge of learning from limited, static data by generating imaginary trajectories using learned models. However, these approaches often struggle with inaccurate value estimation from model rollouts. In this paper, we introduce a novel model-based offline RL method, Lower Expectile Q-learning (LEQ), which provides a low-bias model-based value estimation via lower expectile regression of $\lambda$-returns. Our empirical results show that LEQ significantly outperforms previous model-based offline RL methods on long-horizon tasks, such as the D4RL AntMaze tasks, matching or surpassing the performance of model-free approaches and sequence modeling approaches. Furthermore, LEQ matches the performance of state-of-the-art model-based and model-free methods in dense-reward environments across both state-based tasks (NeoRL and D4RL) and pixel-based tasks (V-D4RL), showing that LEQ works robustly across diverse domains. Our ablation studies demonstrate that lower expectile regression, $\lambda$-returns, and critic training on offline data are all crucial for LEQ.","Kwanyoung Park, Youngwoon Lee","~Kwanyoung_Park1, ~Youngwoon_Lee1","model-based offline reinforcement learning, offline reinforcement learning, lower expectile return",reinforcement learning,ICLR 2025 Poster,2025,https://openreview.net/pdf?id=OATPSB5JK1,https://openreview.net/forum?id=OATPSB5JK1
zUlK1qMIcE,Active partitioning: inverting the paradigm of active learning,"Datasets often incorporate various functional patterns related to different aspects or regimes, which are typically not equally present throughout the dataset. We propose a novel, general-purpose partitioning algorithm that utilizes competition between models to detect and separate these functional patterns. This competition is induced by multiple models iteratively submitting their predictions for the dataset, with the best prediction for each data point being rewarded with training on that data point. This reward mechanism amplifies each model’s strengths and encourages specialization in different patterns. The specializations can then be translated into a partitioning scheme. The amplification of each model’s strengths inverts the active learning paradigm: while active learning typically focuses the training of models on their weaknesses to minimize the number of required training data points, our concept reinforces the strengths of each model, thus specializing them. We validate our concept -- called active partitioning -- with various datasets with clearly distinct functional patterns, such as mechanical stress and strain data in a porous structure. The active partitioning algorithm produces valuable insights into the datasets’ structure, which can serve various further applications. As a demonstration of one exemplary usage, we set up modular models consisting of multiple expert models, each learning a single partition, and compare their performance on more than twenty popular regression problems with single models learning all partitions simultaneously. Our results show significant improvements, with up to 54% loss reduction, confirming our partitioning algorithm’s utility.","Marius Tacke, Matthias Busch, Kevin Linka, Christian J Cyron, Roland Aydin","~Marius_Tacke1, ~Matthias_Busch1, ~Kevin_Linka1, ~Christian_J_Cyron1, ~Roland_Aydin1","Partitioning, Pattern-recognition, Clustering, Active learning, Modular networks","transfer learning, meta learning, and lifelong learning",ICLR 2025 Conference Withdrawn Submission,2025,https://openreview.net/pdf?id=zUlK1qMIcE,https://openreview.net/forum?id=zUlK1qMIcE
5IkDAfabuo,Prioritized Generative Replay,"Sample-efficient online reinforcement learning often uses replay buffers to store experience for reuse when updating the value function. 
However, uniform replay is inefficient, since certain classes of transitions can be more relevant to learning. While prioritization of more useful samples is helpful, this strategy can also lead to overfitting, as useful samples are likely to be more rare. In this work, we instead propose a prioritized, parametric version of an agent's memory, using generative models to capture online experience. This paradigm enables (1) densification of past experience, with new generations that benefit from the generative model's generalization capacity and (2) guidance via a family of ""relevance functions"" that push these generations towards more useful parts of an agent's acquired history. We show this recipe can be instantiated using conditional diffusion models and simple relevance functions such as curiosity- or value-based metrics. Our approach consistently improves performance and sample efficiency in both state- and pixel-based domains. We expose the mechanisms underlying these gains, showing how guidance promotes diversity in our generated transitions and reduces overfitting. We also showcase how our approach can train policies with even higher update-to-data ratios than before, opening up avenues to better scale online RL agents. Project page available at: https://pgenreplay.github.io","Renhao Wang, Kevin Frans, Pieter Abbeel, Sergey Levine, Alexei A Efros","~Renhao_Wang1, ~Kevin_Frans1, ~Pieter_Abbeel2, ~Sergey_Levine1, ~Alexei_A_Efros1","online learning, model-based reinforcement learning, generative modeling, synthetic data, continual learning",reinforcement learning,ICLR 2025 Oral,2025,https://openreview.net/pdf?id=5IkDAfabuo,https://openreview.net/forum?id=5IkDAfabuo
JDiER86r8v,MMAD: A Comprehensive Benchmark for Multimodal Large Language Models in Industrial Anomaly Detection,"In the field of industrial inspection, Multimodal Large Language Models (MLLMs) have a high potential to renew the paradigms in practical applications due to their robust language capabilities and generalization abilities. However, despite their impressive problem-solving skills in many domains, MLLMs' ability in industrial anomaly detection has not been systematically studied. To bridge this gap, we present MMAD, a full-spectrum MLLM benchmark in industrial Anomaly Detection. We defined seven key subtasks of MLLMs in industrial inspection and designed a novel pipeline to generate the MMAD dataset with 39,672 questions for 8,366 industrial images. With MMAD, we have conducted a comprehensive, quantitative evaluation of various state-of-the-art MLLMs. The commercial models performed the best, with the average accuracy of GPT-4o models reaching 74.9\%. However, this result falls far short of industrial requirements. Our analysis reveals that current MLLMs still have significant room for improvement in answering questions related to industrial anomalies and defects. We further explore two training-free performance enhancement strategies to help models improve in industrial scenarios, highlighting their promising potential for future research. 
The code and data are available at https://github.com/jam-cc/MMAD.","Xi Jiang, Jian Li, Hanqiu Deng, Yong Liu, Bin-Bin Gao, Yifeng Zhou, Jialin Li, Chengjie Wang, Feng Zheng","~Xi_Jiang3, ~Jian_Li12, ~Hanqiu_Deng1, ~Yong_Liu12, ~Bin-Bin_Gao1, ~Yifeng_Zhou1, ~Jialin_Li3, ~Chengjie_Wang1, ~Feng_Zheng1","Anomaly Detection, Multimodal Large Language Model, Industrial Inspection",datasets and benchmarks,ICLR 2025 Poster,2025,https://openreview.net/pdf?id=JDiER86r8v,https://openreview.net/forum?id=JDiER86r8v
hgvERMkXOx,"Watch Less, Do More: Implicit Skill Discovery for Video-Conditioned Policy","In this paper, we study the problem of video-conditioned policy learning. While previous works mostly focus on learning policies that perform a single skill specified by the given video, we take a step further and aim to learn a policy that can perform multiple skills according to the given video, and generalize to unseen videos by recombining these skills. To solve this problem, we propose our algorithm, Watch-Less-Do-More, an information bottleneck-based imitation learning framework for implicit skill discovery and video-conditioned policy learning. In our method, an information bottleneck objective is employed to control the information contained in the video representation, ensuring that it only encodes information relevant to the current skill (Watch-Less). By discovering potential skills from training videos, the learned policy is able to recombine them and generalize to unseen videos to achieve compositional generalization (Do-More). To evaluate our method, we perform extensive experiments in various environments and show that our algorithm substantially outperforms baselines (up to 2x) in terms of compositional generalization ability.","Jiangxing Wang, Zongqing Lu","~Jiangxing_Wang2, ~Zongqing_Lu2","video-conditioned policy, compositional generalization","unsupervised, self-supervised, semi-supervised, and supervised representation learning",ICLR 2025 Poster,2025,https://openreview.net/pdf?id=hgvERMkXOx,https://openreview.net/forum?id=hgvERMkXOx
VEqPDZIDAh,Language Model Alignment in Multilingual Trolley Problems,"We evaluate the moral alignment of large language models (LLMs) with human preferences in multilingual trolley problems. Building on the Moral Machine experiment, which captures over 40 million human judgments across 200+ countries, we develop a cross-lingual corpus of moral dilemma vignettes in over 100 languages called MultiTP. This dataset enables the assessment of LLMs' decision-making processes in diverse linguistic contexts. Our analysis explores the alignment of 19 different LLMs with human judgments, capturing preferences across six moral dimensions: species, gender, fitness, status, age, and the number of lives involved. By correlating these preferences with the demographic distribution of language speakers and examining the consistency of LLM responses to various prompt paraphrasings, our findings provide insights into cross-lingual and ethical biases of LLMs and their intersection. We discover significant variance in alignment across languages, challenging the assumption of uniform moral reasoning in AI systems and highlighting the importance of incorporating diverse perspectives in AI ethics. The results underscore the need for further research on the integration of multilingual dimensions in responsible AI research to ensure fair and equitable AI interactions worldwide.","Zhijing Jin, Max Kleiman-Weiner, Giorgio Piatti, Sydney Levine, Jiarui Liu, Fernando Gonzalez Adauto, Francesco Ortu, András Strausz, Mrinmaya Sachan, Rada Mihalcea, Yejin Choi, Bernhard Schölkopf","~Zhijing_Jin1, ~Max_Kleiman-Weiner1, ~Giorgio_Piatti1, ~Sydney_Levine1, ~Jiarui_Liu1, ~Fernando_Gonzalez_Adauto1, ~Francesco_Ortu1, ~András_Strausz1, ~Mrinmaya_Sachan3, ~Rada_Mihalcea1, ~Yejin_Choi1, ~Bernhard_Schölkopf1","LLM alignment, moral evaluation, trolley problems, language model evaluation, AI alignment","alignment, fairness, safety, privacy, and societal considerations",ICLR 2025 Spotlight,2025,https://openreview.net/pdf?id=VEqPDZIDAh,https://openreview.net/forum?id=VEqPDZIDAh
zNVefjN3EP,OpenCarbonEval: How much $CO_2$  will your large model exhale in training process?,"Data, model and hardware are crucial components in the development of large scale machine learning models. The training of such models necessitates substantial computational resources, energy consumption, and raw materials, resulting in significant environmental implications. However, the environmental impact of these models has been largely overlooked due to a lack of assessment and analysis of their carbon footprint. In this paper, we present OpenCarbonEval, a carbon emission estimation framework to quantify the environmental implications of large scale machine learning models given their total training computations and hardware configurations.
In OpenCarbonEval, we conducted a comprehensive dynamic analysis of the interrelationships among data, models, and hardware throughout the model training process, aiming to forecast the carbon emission of large scale models more accurately. We validated our approach on real-world dataset, and experimental results demonstrate that OpenCarbonEval can predict energy costs and carbon emissions more accurately than previous methods. Furthermore, it can be seamlessly applied to various machine learning tasks without a precision decline. By quantifying the environmental impact of large-scale models, OpenCarbonEval promotes sustainable AI development and deployment, contributing to a more environmentally responsible future for the AI community.","Zhaojian Yu, Yinghao Wu, Zhuotao Deng, Xinchun Yu, Yansong Tang, Xiao-Ping Zhang","~Zhaojian_Yu1, ~Yinghao_Wu4, ~Zhuotao_Deng1, ~Xinchun_Yu1, ~Yansong_Tang1, ~Xiao-Ping_Zhang1","Large-scale model, Carbon footprint, Sustainable AI","alignment, fairness, safety, privacy, and societal considerations",ICLR 2025 Conference Withdrawn Submission,2025,https://openreview.net/pdf?id=zNVefjN3EP,https://openreview.net/forum?id=zNVefjN3EP
IBOeJJUYaC,A Neural Material Point Method for Particle-based Simulations,"Mesh-free Lagrangian methods are widely used for simulating fluids, solids, and their complex interactions due to their ability to handle large deformations and topological changes.
    These physics simulators, however, require substantial computational resources for accurate simulations.
    To address these issues, deep learning emulators promise faster and scalable simulations, yet they often remain expensive and difficult to train, limiting their practical use.
    Inspired by the Material Point Method (MPM), we present NeuralMPM, a neural emulation framework for particle-based simulations.
    NeuralMPM interpolates Lagrangian particles onto a fixed-size grid, computes updates on grid nodes using image-to-image neural networks, and interpolates back to the particles.
    Similarly to MPM, NeuralMPM benefits from the regular voxelized representation to simplify the computation of the state dynamics, while avoiding the drawbacks of mesh-based Eulerian methods.
    We demonstrate the advantages of NeuralMPM on 6 datasets, including fluid dynamics and fluid-solid interactions simulated with MPM and Smoothed Particles Hydrodynamics (SPH).
    Compared to GNS and DMCF, NeuralMPM reduces training time from 10 days to 15 hours, memory consumption by 10x-100x, and increases inference speed by 5x-10x, while achieving comparable or superior long-term accuracy, making it a promising approach for practical forward and inverse problems. A project page is available at [URL].","Omer Rochman-Sharabi, Sacha Lewin, Gilles Louppe","~Omer_Rochman-Sharabi1, ~Sacha_Lewin1, ~Gilles_Louppe1","Neural emulation, simulation, SciML, particle-based simulators","applications to physical sciences (physics, chemistry, biology, etc.)",ICLR 2025 Conference Withdrawn Submission,2025,https://openreview.net/pdf?id=IBOeJJUYaC,https://openreview.net/forum?id=IBOeJJUYaC
sTllbUNLz0,Incorporating Human Preferences into Interpretable Reinforcement Learning with Tree Policies,"Interpretable reinforcement learning (RL) seeks to create agents that are efficient, transparent, and understandable to the populations that they impact. A significant gap in current approaches is the underutilization of human feedback, which is typically employed only for post-hoc evaluation. We propose to center the needs of end users by incorporating the feedback that would be obtained in a user study directly into the training of interpretable RL algorithms.  Our approach involves preference learning, where we learn preferences over high-level features that are not directly optimizable during the RL training process. We introduce an evolutionary algorithm that leverages user feedback to guide training toward interpretable decision-tree policies that are better-aligned with human preferences. We demonstrate the effectiveness of our method through experiments using synthetic preference data. Our results show an improvement in preference alignment compared to baselines, yielding policies that are more aligned with underlying user preferences but does so with sample efficiency in the number of user queries, thereby decreasing the burden on the user in providing such data.","Stephanie Milani, Zhicheng Zhang, Nicholay Topin, Lirong Xia, Fei Fang","~Stephanie_Milani1, ~Zhicheng_Zhang2, ~Nicholay_Topin2, ~Lirong_Xia2, ~Fei_Fang1","interpretable reinforcement learning, explainable reinforcement learning, preference learning, alignment",interpretability and explainable AI,Submitted to ICLR 2025,2025,https://openreview.net/pdf?id=sTllbUNLz0,https://openreview.net/forum?id=sTllbUNLz0
